gameId,genreId
1,1
1,2
1,3
1,4
1,5
1,6
1,7
4,8
6,9
6,10
6,11
10,12
10,13
10,14
10,15
10,16
11,17
11,18
15,19
18,20
19,21
21,22
21,23
21,24
21,25
21,26
21,27
21,28
21,29
21,30
21,31
21,32
21,33
21,34
21,35
21,36
21,37
22,38
22,39
22,40
22,41
23,42
23,43
23,44
23,45
23,46
24,47
24,48
24,49
24,5
28,51
30,52
32,53
34,54
39,55
39,56
49,57
49,58
55,59
55,60
57,61
61,62
84,63
199,64
255,65
501,47
501,29
501,63
501,11
501,25
501,64
501,65
501,2
501,13
501,21
501,18
501,5
501,27
501,23
501,57
501,7
501,46
501,17
501,31
501,14
501,61
501,8
501,15
501,26
501,35
501,20
501,9
501,32
501,36
501,34
501,28
501,19
501,53
501,1
501,42
501,55
501,16
501,62
501,59
501,54
501,48
501,51
501,37
501,58
501,22
502,59
502,46
502,2
502,65
502,10
502,38
502,33
502,55
502,19
502,23
502,52
502,9
502,43
502,64
502,35
502,41
502,61
502,20
502,8
502,24
502,31
502,44
502,4
502,12
502,18
503,28
503,3
503,40
503,39
503,44
503,30
503,26
503,34
503,25
503,56
503,47
503,22
503,4
503,46
503,11
503,8
503,7
503,27
503,32
503,24
503,16
503,33
503,50
503,1
503,20
503,45
503,64
504,25
504,37
504,18
504,39
504,52
504,20
504,42
504,10
504,17
504,36
504,28
504,15
504,58
504,19
504,35
504,57
504,53
504,33
504,32
504,40
504,50
504,9
504,48
504,61
504,60
504,41
504,3
504,31
504,59
504,47
504,44
504,27
504,34
504,55
504,43
504,7
504,51
504,14
505,42
505,30
505,53
505,38
505,7
505,25
506,23
506,19
506,54
506,38
506,51
506,36
506,9
506,48
506,13
506,57
506,31
506,16
506,5
506,46
506,65
506,34
506,25
506,21
506,43
506,2
506,32
506,24
506,63
506,20
506,17
506,60
506,26
506,53
506,47
506,56
506,61
506,6
506,27
506,49
506,45
506,30
506,3
506,33
506,41
506,15
506,11
506,14
506,10
506,22
506,7
506,39
506,40
506,35
506,4
506,52
506,8
506,64
506,42
506,50
506,58
507,35
507,54
507,63
507,36
507,10
507,31
507,52
507,22
507,61
507,2
507,55
507,23
507,51
507,26
507,45
507,59
507,16
507,48
507,14
507,47
507,33
507,13
507,49
507,42
507,37
507,32
507,5
507,56
507,58
507,11
507,28
507,65
507,39
507,60
507,8
507,27
507,4
507,9
508,13
508,35
508,17
508,24
508,60
508,58
508,54
508,6
508,27
508,48
508,28
508,14
508,23
508,62
508,44
508,36
508,45
508,41
508,26
508,3
508,50
508,25
508,46
508,21
508,9
508,40
508,39
508,61
508,33
508,10
508,15
509,64
509,50
509,34
509,15
509,13
509,31
509,24
509,18
509,48
509,29
510,17
510,18
510,51
510,15
510,53
510,6
510,5
510,11
510,1
510,32
510,28
511,37
511,21
511,35
511,65
511,45
511,59
511,36
511,49
511,43
511,4
511,1
511,62
511,53
511,16
511,56
511,25
511,32
511,31
511,50
511,63
511,58
511,27
511,17
511,2
511,6
511,28
511,60
511,13
511,12
511,9
511,3
511,14
511,11
511,46
511,55
511,52
511,41
511,24
511,34
511,44
511,5
511,29
511,39
511,22
511,47
511,57
512,46
512,39
512,18
512,40
512,43
512,16
512,47
512,41
512,26
512,53
512,52
512,15
512,49
512,64
512,45
512,37
512,11
512,24
512,9
512,61
512,34
512,36
512,28
512,51
512,60
512,62
512,6
512,2
512,50
512,22
512,13
512,54
512,10
512,48
512,23
512,7
512,38
512,14
512,25
512,8
512,5
512,19
512,57
512,30
512,63
512,17
512,1
512,56
512,44
512,4
512,31
512,3
512,42
512,21
512,20
512,29
512,55
512,27
512,65
513,15
513,39
513,52
513,49
513,5
513,21
513,62
513,43
513,61
513,20
513,12
513,23
513,40
513,8
513,29
513,57
513,19
513,9
513,56
513,48
513,37
513,46
513,11
513,53
513,41
513,45
513,17
513,10
513,26
513,42
513,44
513,13
513,25
513,60
513,27
513,7
513,6
513,24
513,58
513,55
513,35
513,28
513,2
513,38
513,16
513,65
513,51
513,3
513,63
513,59
513,4
513,14
513,34
513,33
513,1
513,36
513,54
513,31
514,57
514,23
514,56
514,28
514,12
514,32
514,49
514,63
514,21
514,11
514,24
514,34
514,7
514,65
514,25
514,59
514,1
514,6
514,31
514,33
514,60
514,30
514,27
514,35
514,61
514,58
514,51
514,53
514,62
514,64
515,59
515,5
515,44
515,39
515,1
515,57
515,23
515,7
515,34
516,26
516,54
516,25
516,60
516,17
516,65
516,20
516,8
516,18
516,11
516,61
516,7
516,35
516,23
516,56
516,50
516,39
516,1
516,15
516,52
516,64
516,36
516,48
516,59
516,13
516,45
516,21
516,31
516,32
516,62
516,41
516,10
516,16
516,29
516,49
516,28
516,19
516,43
516,9
516,58
516,55
516,2
516,34
516,6
516,12
516,53
516,30
516,27
516,38
516,47
516,3
516,51
516,24
516,57
516,14
516,42
516,63
516,44
516,33
517,47
517,30
517,31
517,53
517,36
517,51
517,13
517,50
517,10
517,64
517,5
517,58
517,26
517,32
517,40
517,46
517,24
517,57
517,16
517,28
517,1
517,48
517,49
517,3
517,61
517,33
517,22
517,21
517,34
517,62
517,63
517,55
517,9
517,37
518,56
518,24
518,33
518,52
518,43
518,17
518,53
518,49
518,63
518,13
518,3
518,14
518,59
518,22
518,65
518,10
518,44
518,16
518,38
518,12
518,55
518,25
518,51
518,47
518,2
518,20
518,29
518,61
518,39
518,54
518,21
518,19
518,26
519,27
519,2
519,41
519,33
519,46
519,37
519,15
520,30
520,20
520,10
520,11
520,55
520,61
520,48
520,53
520,13
520,37
520,14
520,24
520,43
520,35
520,39
520,44
520,19
520,65
520,17
521,41
521,54
521,19
521,2
521,34
521,42
521,16
521,9
521,26
521,44
521,46
521,61
521,36
521,17
521,25
521,64
521,11
521,15
521,62
521,49
521,10
521,39
521,24
521,27
521,30
521,23
521,63
521,48
521,40
521,33
521,21
521,14
521,18
521,5
521,59
521,7
521,37
521,38
521,22
521,53
521,65
521,31
521,13
522,21
522,8
522,58
522,14
522,43
522,28
522,26
522,29
522,40
522,57
522,51
522,16
522,48
522,25
522,30
522,2
522,32
522,4
522,54
522,17
522,65
522,61
522,55
522,6
522,34
522,3
522,31
522,23
522,37
522,20
522,33
522,45
522,11
522,7
522,36
522,59
522,22
522,9
522,18
522,19
522,52
522,12
522,56
522,38
522,63
522,35
522,10
522,53
522,27
522,47
522,5
522,62
522,42
522,46
522,50
523,37
523,12
523,50
523,44
523,20
523,17
523,29
523,42
523,30
523,16
523,43
523,15
523,62
523,1
523,3
523,13
523,7
523,51
523,47
523,23
523,33
523,61
523,53
523,49
523,5
523,8
524,54
524,22
524,45
524,28
524,7
524,58
524,5
524,6
524,10
524,15
524,19
524,59
524,31
524,2
524,44
524,18
525,41
526,42
526,25
526,50
526,5
526,32
526,53
526,45
527,60
527,34
527,20
527,62
527,4
527,24
527,63
527,32
527,5
527,3
527,11
527,33
527,13
527,23
527,51
527,43
527,16
527,59
527,48
527,58
527,45
527,65
527,25
527,18
527,35
527,28
527,14
527,17
527,9
527,30
527,49
527,31
527,53
528,28
528,27
528,18
528,20
528,4
528,60
528,46
528,41
528,54
528,26
528,35
529,33
529,41
529,21
529,8
529,28
529,44
529,6
529,18
529,10
529,19
530,29
530,15
530,52
530,27
530,23
530,46
530,8
530,54
530,21
530,6
530,3
530,33
530,57
530,32
530,39
530,43
530,64
530,59
530,48
530,17
530,50
530,12
530,47
530,20
530,9
530,38
530,19
530,28
530,34
530,42
530,51
530,10
530,18
530,53
530,40
530,61
530,36
530,35
530,1
530,62
530,5
530,49
530,41
530,7
530,13
530,31
530,65
530,11
530,25
530,16
530,22
530,4
530,60
530,56
531,61
531,53
531,11
531,22
531,59
531,3
531,65
531,15
531,25
531,40
531,28
531,30
531,57
531,49
531,47
531,48
531,63
531,36
531,5
531,2
531,19
532,18
532,37
532,22
533,38
533,36
534,55
534,2
534,57
534,38
534,56
534,49
534,23
534,62
534,26
534,24
534,50
534,21
534,25
534,27
534,39
534,10
534,65
534,41
534,14
534,37
534,17
534,13
534,11
534,47
534,16
534,44
534,59
534,58
534,6
534,33
534,32
534,18
534,54
534,3
534,35
534,51
534,29
534,31
534,64
534,63
534,43
534,9
534,19
534,7
535,6
535,15
535,64
535,30
535,62
535,12
535,54
535,28
535,17
535,3
535,38
535,2
535,23
535,27
535,34
535,43
535,16
535,39
535,25
535,32
535,52
535,4
535,9
535,18
535,49
535,35
535,13
535,36
535,41
535,1
535,21
535,56
535,26
535,24
535,8
535,33
535,53
535,42
535,11
535,37
535,60
535,10
535,5
535,19
535,48
535,14
535,45
535,59
535,29
535,7
535,46
535,58
535,47
535,61
535,55
535,44
535,31
535,50
535,57
536,35
536,34
536,48
536,23
536,45
536,50
536,62
536,30
536,12
536,8
536,25
536,9
536,64
536,58
536,16
536,57
536,31
536,7
536,19
536,5
536,1
536,10
536,11
536,46
536,52
536,36
536,13
536,56
536,17
536,43
536,32
536,55
536,24
536,65
536,51
536,59
536,26
536,2
536,53
536,42
536,63
536,6
536,49
536,14
536,20
536,41
536,39
536,18
536,15
536,21
536,29
537,25
537,39
537,35
537,16
537,29
537,38
537,59
537,33
537,49
537,56
537,14
537,32
537,45
537,3
537,6
537,58
537,5
537,57
537,63
537,40
537,1
537,13
537,41
537,60
537,20
538,58
538,34
538,27
538,48
538,18
538,1
538,46
538,40
538,42
538,9
538,54
538,12
538,35
538,32
538,28
538,64
538,45
538,7
538,14
538,4
538,17
538,36
538,56
538,2
538,60
538,31
538,19
538,55
538,38
538,53
538,41
538,39
538,23
538,10
539,63
539,24
539,45
539,29
539,27
539,8
539,58
539,61
539,2
539,21
539,19
539,51
539,50
539,38
539,6
539,18
539,20
539,33
539,65
539,44
539,1
539,25
539,43
540,24
540,60
540,57
540,29
540,47
540,44
540,2
540,19
540,9
540,42
540,53
540,18
540,20
540,38
540,39
540,28
540,59
540,34
540,27
540,35
540,3
540,4
540,8
540,50
540,26
540,40
540,64
540,58
540,5
540,6
540,17
540,33
540,22
540,61
540,12
540,7
540,63
540,51
540,46
540,15
540,21
540,36
540,41
540,45
540,16
540,30
540,11
540,1
540,23
540,37
540,49
540,31
540,56
540,13
540,43
540,62
541,50
541,38
541,25
541,36
541,44
541,62
541,1
541,12
541,15
541,46
541,13
541,22
541,61
541,65
541,26
541,43
541,5
541,18
541,49
541,33
541,58
541,54
541,57
541,3
541,10
541,11
541,30
541,51
541,39
541,4
541,41
541,45
541,31
541,2
541,21
541,42
541,9
541,8
541,37
541,34
541,59
541,17
541,24
541,28
542,26
542,18
542,14
542,7
542,29
542,48
542,21
542,41
542,63
542,45
542,40
542,13
542,28
542,20
542,39
542,33
542,55
542,43
542,61
542,53
542,56
542,54
542,52
542,30
542,22
542,19
542,2
542,27
542,36
543,28
543,36
543,11
543,58
543,30
543,4
543,45
543,62
543,46
544,10
545,53
545,28
545,21
545,30
545,45
545,2
545,17
545,43
545,34
545,16
545,22
545,7
545,40
545,3
545,13
545,35
545,38
545,49
545,37
545,46
545,54
545,29
545,51
545,5
545,23
545,11
545,48
545,24
545,52
545,18
545,6
545,14
545,39
545,15
545,58
545,60
545,59
545,44
545,36
545,26
545,55
545,1
545,41
545,63
545,12
545,50
545,57
545,27
545,64
545,61
545,8
545,32
545,19
545,25
545,20
545,33
545,47
545,62
545,65
545,9
545,10
545,31
545,4
546,32
546,37
546,10
546,60
546,34
546,38
546,64
546,6
546,18
546,29
546,49
546,13
546,62
546,15
546,3
546,39
546,14
546,1
546,22
546,23
546,55
546,25
546,28
546,2
546,4
546,12
546,21
546,51
546,59
546,56
546,17
546,27
546,43
546,45
546,24
546,63
546,53
546,41
546,52
546,31
546,26
546,5
546,35
546,57
546,36
546,58
546,44
546,42
546,11
546,65
546,50
546,8
546,54
546,19
546,47
546,40
546,30
547,55
547,18
548,62
548,15
548,60
548,32
548,2
548,8
548,3
548,55
548,53
548,58
548,63
548,59
548,42
548,31
548,43
548,9
548,34
548,20
548,28
548,46
548,4
548,1
548,50
548,25
548,6
548,37
548,45
548,7
548,33
548,27
548,18
548,12
548,48
548,30
548,64
548,54
548,41
548,56
548,39
548,14
549,46
549,17
549,39
549,56
549,3
549,50
549,54
549,2
549,5
549,58
549,36
549,52
549,38
549,62
549,20
549,21
549,40
549,49
549,18
549,22
549,11
549,23
549,14
549,57
549,31
549,29
549,32
549,63
550,26
550,6
550,4
550,7
550,59
550,19
550,17
550,50
550,60
550,13
550,63
550,12
550,37
550,9
550,62
550,40
550,29
550,27
550,54
550,58
550,22
550,49
550,34
550,47
550,38
550,57
550,36
550,30
550,46
550,28
551,62
551,59
551,50
551,64
551,20
551,52
551,17
551,43
551,12
551,63
551,61
551,9
551,51
551,58
551,19
551,8
551,29
551,36
551,13
551,28
551,34
551,40
551,46
551,16
551,14
551,35
551,33
551,6
551,15
551,39
551,4
551,60
551,37
551,41
551,56
551,18
551,30
552,8
552,46
552,64
552,12
552,40
552,20
552,21
552,59
552,37
552,31
552,28
552,35
552,23
552,48
552,55
552,19
